date,url,title,source,category
2026-07-01,https://arxiv.org/abs/2603.26266,GUIDE: Resolving Domain Bias in GUI Agents through Real-Time Web Video Retrieval and Plug-and-Play Annotation,arxiv,cs
2026-07-01,https://arxiv.org/abs/2603.29135,Quality-Controlled Active Learning via Gaussian Processes for Robust Structure-Property Learning in Autonomous Microscopy,arxiv,cs
2026-07-01,https://arxiv.org/abs/2603.29759,TSHA: A Benchmark for Visual Language Models in Trustworthy Safety Hazard Assessment Scenarios,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.00860,Policy Improvement Reinforcement Learning,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.04050,TORA: Topological Representation Alignment for 3D Shape Assembly,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.04138,Learning Dexterous Grasping from Sparse Taxonomy Guidance,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.04834,E-VLA: Event-Augmented Vision-Language-Action Model for Dark and Blurred Scenes,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.06382,Designing Privacy-Preserving Visual Perception for Robot Navigation Based on User Privacy Preferences,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.08492,The Impact of Dimensionality on the Stability of Node Embeddings,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.08572,Ranked Activation Shift for Post-Hoc Out-of-Distribution Detection,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.09100,Physically Grounded 3D Generative Reconstruction under Hand Occlusion using Proprioception and Multi-Contact Touch,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.09731,SMART: When is it Actually Worth Expanding a Speculative Tree?,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.14790,Diffusion Crossover: Defining Evolutionary Recombination in Diffusion Models via Noise Sequence Interpolation,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.17931,LiteResearcher: A Scalable Agentic RL Training Framework for Deep Research Agent,arxiv,cs
2026-07-01,https://arxiv.org/abs/2604.18546,Wasserstein Distributionally Robust Risk-Sensitive Estimation via Conditional Value-at-Risk,arxiv,cs
